GameID,League Index,League Name,Age,Hours Per Week,Total Hours,APM,SelectByHotkeys,Hotkeys Used Per Minute,AssignToHotkeys,Hotkeys Assigned Per Minute,Unique Hotkeys,MinimapAttacks,Minimap Attacks Per Minute,MinimapRightClicks,Minimap Right Clicks Per Minute,NumberOfPACs,PACs Per Minute,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,Workers Made Per Minute,Unique Units Made,ComplexUnitsMade,Complex Units Made Per Minute,ComplexAbilitiesUsed,Complex Abilities Used Per Minute,Column2
1427,5,Diamond,23,12,730,118.1706,0.00249951,13.2723981,0.000431288,2.29013928,5,0.000117624,0.62458344,0.00122525,6.5060775,0.00416585,22.1206635,28.0755,51.2188,4.7835,32,0.00089198,4.7364138,10,0.000107822,0.57253482,0.00039208,2.0819448,11055.12689
1436,5,Diamond,24,24,500,102.5556,0.001507111,8.00275941,0.000135369,0.71880939,1,0,0,8.12E-05,0.431172,0.003411306,18.11403486,48.2971,62.6772,5.4259,22,0.00060465,3.2106915,8,0,0,0,0,0
1455,5,Diamond,21,20,500,154.0044,0.003442115,18.27763065,0.000202477,1.07515287,4,1.19E-05,0.063189,0.000226298,1.20164238,0.004323487,22.95771597,23.1602,42.7769,5.9256,23,0.0018699,9.929169,6,0.000500238,2.65626378,0.00052406,2.7827586,14776.44817
1468,5,Diamond,20,10,500,140.001,0.009300461,49.38544791,0.000601323,3.19302513,6,1.00E-05,0.0531,0.000280617,1.49007627,0.004008819,21.28682889,24.6015,51.59,4.445,33,0.00097214,5.1620634,8,0.000501102,2.66085162,0.00032071,1.7029701,9042.771231
1484,5,Diamond,22,16,250,118.9908,0.002318315,12.31025265,0.000440984,2.34162504,7,0,0,0.000705574,3.74659794,0.00381766,20.2717746,49.8543,54.7591,5.363,22,0.0020411,10.838241,6,0.000163794,0.86974614,0.00076857,4.0811067,21670.67658
1496,5,Diamond,24,16,250,111.4068,0.002630646,13.96873026,0.000458146,2.43275526,8,0.000147789,0.78475959,0.00013301,0.7062831,0.003872074,20.56071294,36.8429,55.2672,4.7214,17,0.0010936,5.807016,5,0,0,0,0,0
1506,5,Diamond,17,28,1000,158.7498,0.012107236,64.28942316,0.000522485,2.77439535,4,0,0,0.000306284,1.62636804,0.002936725,15.59400975,45.3333,55.5337,6.0123,17,0.00084679,4.4964549,6,0,0,0.00016215,0.8610165,4571.997615
1518,5,Diamond,18,12,465,130.0014,0.002591998,13.76350938,0.00036507,1.9385217,5,9.13E-05,0.484803,0.000237296,1.26004176,0.003468166,18.41596146,16.6561,48.2737,6.2316,20,0.0019896,10.564776,6,0.00031031,1.6477461,0.00012777,0.6784587,3602.615697
1520,5,Diamond,17,10,350,165.4494,0.003203767,17.01200277,0.000247805,1.31584455,3,0.00046021,2.4437151,0.000849618,4.51147158,0.003717077,19.73767887,28.0957,43.1429,7.4333,25,0.0023718,12.594258,7,0.000230105,1.22185755,0.0001239,0.657909,3493.49679
1526,5,Diamond,31,8,300,110.193,0.0025171,13.365801,0.000341997,1.81600407,8,1.37E-05,0.072747,0.000629275,3.34145025,0.002982216,15.83556696,38.0276,75.2477,6.1514,22,0.0022572,11.985732,7,0.000259918,1.38016458,0.00028728,1.5254568,8100.175608
1551,5,Diamond,19,10,400,124.7598,0.004386498,23.29230438,0.000303914,1.61378334,5,0.000790178,4.19584518,0.000526785,2.79722835,0.004194019,22.27024089,42.0823,59.5845,4.7126,26,0.0013676,7.261956,10,4.05E-05,0.215055,0.0001317,0.699327,3713.42637
1553,5,Diamond,16,14,100,139.8594,0.002116147,11.23674057,0.000508947,2.70250857,4,0,0,0.000187507,0.99566217,0.003937641,20.90887371,38.0548,41.551,5.7279,15,0.00091075,4.8360825,5,0,0,0,0,0
1563,5,Diamond,23,10,600,122.157,0.01059951,56.2833981,0.000290398,1.54201338,4,1.61E-05,0.085491,0.000145199,0.77100669,0.00272651,14.4777681,36,76.142,4.5444,10,0.0003872,2.056032,7,0,0,3.23E-05,0.171513,910.73403
1565,5,Diamond,22,8,500,120.0012,0.003162202,16.79129262,0.000558036,2.96317116,5,0.000111607,0.59263317,0.000334821,1.77789951,0.003013393,16.00111683,40,51.8519,6.5556,11,0.0012277,6.519087,4,0,0,3.72E-05,0.197532,1048.89492
1568,5,Diamond,21,6,200,143.6058,0.005499482,29.20224942,0.000668565,3.55008015,1,0,0,8.63E-05,0.458253,0.004723085,25.07958135,24.1835,43.653,4.4977,12,0.00079796,4.2371676,4,0,0,8.63E-05,0.458253,2433.32343
1576,5,Diamond,21,20,1200,126,0.005858733,31.10987223,0.000383282,2.03522742,4,7.30E-05,0.38763,0.000447162,2.37443022,0.003677678,19.52847018,53.5821,68.3176,4.8462,33,0.0014419,7.656489,7,3.65E-05,0.193815,0.00010951,0.5814981,3087.754911
1583,5,Diamond,19,20,600,142.251,0.002955457,15.69347667,0.000443319,2.35402389,7,0,0,0.000675533,3.58708023,0.005319823,28.24826013,27.1093,39.2937,4.4266,32,0.0013722,7.286382,8,0.000485539,2.57821209,0.00041165,2.1858615,11606.92457
1605,5,Diamond,20,10,500,182.1372,0.009212898,48.92048838,0.000575806,3.05752986,8,0.00015021,0.7976151,0.000275386,1.46229966,0.003730222,19.80747882,24.9459,48.7517,6.8255,13,0.00082616,4.3869096,4,0,0,0,0,0
1606,5,Diamond,21,20,600,89.0472,0.002335572,12.40188732,0.000581548,3.08801988,4,6.57E-05,0.348867,1.88E-05,0.099828,0.005327731,28.29025161,31.3298,48.5423,2.7324,24,0.00051589,2.7393759,8,4.69E-05,0.249039,0.00017822,0.9463482,5025.108942
1623,5,Diamond,21,10,730,138.0774,0.00478674,25.4175894,0.000455455,2.41846605,7,3.57E-05,0.189567,0.00017861,0.9484191,0.003813317,20.24871327,36.9484,52.815,5.9251,23,0.0010895,5.785245,8,0.000250054,1.32778674,0.0015718,8.346258,44318.62998
1629,5,Diamond,23,14,730,91.4838,0.00122331,6.4957761,0.000352165,1.86999615,5,0.000691973,3.67437663,0.000488088,2.59174728,0.002971777,15.78013587,31.4,63.3347,5.6154,30,0.00057458,3.0510198,11,0.000352165,1.86999615,0.00050662,2.6901522,14284.70818
1642,5,Diamond,26,10,500,154.9242,0.0074716,39.674196,0.000557384,2.95970904,8,0.000212337,1.12750947,0.000424674,2.25501894,0.00379552,20.1542112,30.4702,54.5594,6.0699,26,0.0019508,10.358748,7,0.000145982,0.77516442,5.31E-05,0.281961,1497.21291
1653,5,Diamond,20,8,700,127.1574,0.003515518,18.66740058,0.000192255,1.02087405,7,1.37E-05,0.072747,0.000947542,5.03144802,0.003048613,16.18813503,46.7873,69.4054,6.6532,17,0.0026366,14.000346,7,0.000151057,0.80211267,0.00015106,0.8021286,4259.302866
1664,5,Diamond,18,24,800,91.8804,0.00396593,21.0590883,0.000692042,3.67474302,3,0.000346021,1.83737151,0.00026617,1.4133627,0.003500133,18.58570623,39.4656,68.7757,3.7909,26,0.00091829,4.8761199,5,0,0,0,0,0
1686,5,Diamond,18,2,350,121.4862,0.002626864,13.94864784,0.000520531,2.76401961,1,0,0,7.26E-05,0.385506,0.004793725,25.45467975,39.1291,44.6061,4.0303,25,0.0012953,6.878043,7,8.47E-05,0.449757,4.84E-05,0.257004,1364.69124
1704,5,Diamond,17,12,900,86.4228,0.001172301,6.22491831,0.000408942,2.17148202,3,2.73E-05,0.144963,0.000245365,1.30288815,0.003953108,20.99100348,26.4444,62.1517,3.9172,12,0.0010087,5.356197,4,0,0,0.00024537,1.3029147,6918.477057
1705,5,Diamond,24,30,1260,142.212,0.009669659,51.34588929,0.000795545,4.22434395,5,0.000265182,1.40811642,0.000312536,1.65956616,0.003295829,17.50085199,40.6225,57.4943,5.3966,27,0.00091866,4.8780846,10,0.000255711,1.35782541,0.00037883,2.0115873,10681.52856
1712,5,Diamond,28,6,400,102.399,0.003174221,16.85511351,0.00030135,1.6001685,4,2.01E-05,0.106731,0.00032144,1.7068464,0.003515751,18.66863781,46.4828,57.5543,4.5943,15,0.0017277,9.174087,5,0.00050225,2.6669475,0.00052234,2.7736254,14727.95087
1733,5,Diamond,17,28,460,171.2124,0.003970041,21.08091771,0.00069578,3.6945918,4,0.000122785,0.65198835,0.000808333,4.29224823,0.004184914,22.22189334,19.5392,38.5819,6.5721,24,0.00090042,4.7812302,8,0.000143249,0.76065219,0.00016371,0.8693001,4615.983531
1742,5,Diamond,18,14,600,81.147,0.003781393,20.07919683,0.000356735,1.89426285,2,7.13E-05,0.378603,9.51E-05,0.504981,0.00273497,14.5226907,46.8772,62.0174,4.3391,14,0.0015221,8.082351,4,0,0,0.00014269,0.7576839,4023.301509
1752,5,Diamond,22,24,500,135.8904,0.003763246,19.98283626,0.000349768,1.85726808,4,0.000116589,0.61908759,0.000602378,3.19862718,0.003258025,17.30011275,31.6892,64.326,7.3141,34,0.0013084,6.947604,9,0.000388631,2.06363061,0.0010428,5.537268,29402.89308
1769,5,Diamond,20,24,360,175.5354,0.007370334,39.13647354,0.000490394,2.60399214,8,0,0,0.00017308,0.9190548,0.004947211,26.26969041,19.5673,42.1224,5.207,27,0.0015289,8.118459,7,7.21E-05,0.382851,7.21E-05,0.382851,2032.93881
1771,5,Diamond,22,20,650,108.2772,0.00385148,20.4513588,0.000530119,2.81493189,6,1.08E-05,0.057348,0.000421932,2.24045892,0.004197681,22.28968611,28.9406,51.2371,4.0335,27,0.00084386,4.4808966,8,4.33E-05,0.229923,0.00012983,0.6893973,3660.699663
1775,5,Diamond,20,6,350,110.7558,0.004297751,22.82105781,0.000186859,0.99222129,5,0.000152884,0.81181404,0.000543589,2.88645759,0.003533329,18.76197699,34.9565,58.0577,4.6683,22,0.0011381,6.043311,6,0,0,5.10E-05,0.27081,1438.0011
1780,5,Diamond,18,18,800,144.9648,0.004219239,22.40415909,0.00051224,2.7199944,8,0.00036396,1.9326276,0.001833279,9.73471149,0.004879758,25.91151498,36.3435,47.6464,4.5359,24,0.0014693,7.801983,7,0.00035048,1.8610488,0.00014828,0.7873668,4180.917708
1782,5,Diamond,19,16,500,122.667,0.001954284,10.37724804,0.000104694,0.55592514,5,2.62E-05,0.139122,0.000209388,1.11185028,0.004807189,25.52617359,34.4945,49.5971,4.2795,21,0.00080265,4.2620715,8,0,0,0,0,0
1799,5,Diamond,22,10,1400,92.8662,0.002025558,10.75571298,0.000230551,1.22422581,0,0.000741058,3.93501798,0.001103353,5.85880443,0.002486661,13.20416991,24.4533,62.649,6.5166,25,0.0014821,7.869951,7,0,0,0.00032936,1.7489016,9286.667496
1817,5,Diamond,23,2,100,69.303,0.000849365,4.51012815,0.000264737,1.40575347,5,0.000220614,1.17146034,0.000198553,1.05431643,0.002691493,14.29182783,37.07,66.4262,4.6803,19,0.00062875,3.3386625,8,6.62E-05,0.351522,0.00015443,0.8200233,4354.323723
1850,5,Diamond,24,10,300,90.7506,0.001816062,9.64328922,0.000302677,1.60721487,4,0.000392359,2.08342629,3.36E-05,0.178416,0.00346397,18.3936807,71.0649,64.8155,4.7217,27,0.001278,6.78618,6,0.000112103,0.59526693,0.00034752,1.8453312,9798.708672
1863,5,Diamond,18,24,730,131.9376,0.004698378,24.94838718,0.000422552,2.24375112,3,6.04E-05,0.320724,0.000291762,1.54925622,0.003682241,19.55269971,32.7781,57.3989,5.7596,23,0.0021329,11.325699,8,0.000221337,1.17529947,0.00014085,0.7479135,3971.420685
1865,5,Diamond,25,10,730,125.532,0.001183055,6.28202205,0.000477772,2.53696932,5,1.14E-05,0.060534,0.000227511,1.20808341,0.003344406,17.75879586,31.1263,52.0952,6.6633,16,0.00028439,1.5101109,7,0,0,0.00018201,0.9664731,5131.972161
1866,5,Diamond,35,12,800,115.0644,0.001711938,9.09039078,0.00037092,1.9695852,5,5.71E-05,0.303201,0.000627711,3.33314541,0.001683406,8.93888586,28.9655,88.9492,12.0508,10,0.0018831,9.999261,5,0,0,0,0,0
1875,5,Diamond,22,6,500,104.5386,0.003216645,17.08038495,0.000463661,2.46203991,6,7.24E-05,0.384444,0.000289788,1.53877428,0.00454967,24.1587477,30.2748,46.9554,3.8312,25,0.000681,3.61611,4,0,0,0,0,0
1901,5,Diamond,19,8,500,78.8736,0.001289455,6.84700605,0.000126142,0.66981402,3,0,0,0.000210237,1.11635847,0.003209621,17.04308751,43.7368,74.0437,4.2183,10,0.00070079,3.7211949,6,8.41E-05,0.446571,7.01E-05,0.372231,1976.54661
1915,5,Diamond,22,10,500,155.2386,0.007226554,38.37300174,0.000421739,2.23943409,6,9.12E-05,0.484272,0.000170975,0.90787725,0.003373912,17.91547272,34.9424,60.0676,6.3986,28,0.0020175,10.712925,8,0,0,0.00012538,0.6657678,3535.227018
1920,5,Diamond,16,20,1000,130.4004,0.004471643,23.74442433,0.000145419,0.77217489,4,0,0,4.85E-05,0.257535,0.004301987,22.84355097,42.9153,49.138,4.6113,24,0.00076345,4.0539195,6,0.000290839,1.54435509,0.00010906,0.5791086,3075.066666
1924,5,Diamond,20,14,1000,96.897,0.002323266,12.33654246,0.000509696,2.70648576,3,0.000225215,1.19589165,0.000438576,2.32883856,0.004385757,23.28836967,23.1545,54.0865,3.7027,26,0.00078232,4.1541192,6,0,0,0.00055711,2.9582541,15708.32927
1927,5,Diamond,18,10,730,135.7326,0.006982667,37.07796177,0.000575043,3.05347833,7,0.000112955,0.59979105,0.000195104,1.03600224,0.003789124,20.12024844,20.4239,50.3089,5.0027,22,0.0012117,6.434127,9,0.00022591,1.1995821,0.00055451,2.9444481,15635.01941
1937,5,Diamond,21,20,750,122.232,0.003751093,19.91830383,0.000506283,2.68836273,8,5.75E-05,0.305325,0.00016109,0.8553879,0.004464491,23.70644721,37.4057,51.6289,4.2423,33,0.0012657,6.720867,6,0,0,1.15E-05,0.061065,324.25515
1939,5,Diamond,19,10,325,132.2094,0.00239898,12.7385838,0.000318615,1.69184565,1,2.81E-05,0.149211,8.43E-05,0.447633,0.003401679,18.06291549,36.6298,64.4738,6.719,30,0.0013682,7.265142,7,0,0,2.81E-05,0.149211,792.31041
1991,5,Diamond,21,8,200,121.26,0.006028951,32.01372981,0.00053219,2.8259289,6,0.000152054,0.80740674,0.001117599,5.93445069,0.003641699,19.33742169,37.4226,61.3779,4.6806,40,0.00076027,4.0370337,9,0,0,0.00034212,1.8166572,9646.449732
1995,5,Diamond,24,6,700,132.4146,0.00334971,17.7869601,0.000651332,3.45857292,6,0,0,0.000111657,0.59289867,0.004242966,22.53014946,37.0573,44.9298,5.0658,16,0.00061411,3.2609241,5,0,0,3.72E-05,0.197532,1048.89492
2001,5,Diamond,19,36,1500,133.8234,0.012507616,66.41544096,0.000253876,1.34808156,5,1.69E-05,0.089739,0.000423126,2.24679906,0.002809559,14.91875829,47.6364,58.6988,4.6687,14,0.001134,6.02154,4,0,0,0,0,0
2014,5,Diamond,21,30,1500,68.2158,0.001200883,6.37668873,0.000302925,1.60853175,0,7.57E-05,0.401967,0.000292107,1.55108817,0.003050892,16.20023652,50.0071,68.6383,3.8901,25,0.0010602,5.629662,6,0.000140644,0.74681964,0.00010819,0.5744889,3050.536059
2020,5,Diamond,18,16,900,108.3132,0.001535648,8.15429088,0.000138036,0.73297116,4,0,0,0.000258817,1.37431827,0.003554421,18.87397551,45.8537,58.2136,5.199,26,0.0023294,12.369114,5,0,0,0,0,0
2023,5,Diamond,25,2,300,144.3894,0.008887481,47.19252411,0.000350163,1.85936553,3,6.67E-05,0.354177,0.000133396,0.70833276,0.003168145,16.82284995,25.9894,63.7895,6.1421,15,0.0025178,13.369518,6,0.000200093,1.06249383,5.00E-05,0.2655,1409.805
2040,5,Diamond,21,12,1000,123.204,0.003289,17.46459,0.000168051,0.89235081,5,0.000156047,0.82860957,0.000432131,2.29461561,0.003565084,18.93059604,25.1216,48.1347,5.7441,21,0.00072022,3.8243682,8,0,0,0,0,0
2043,5,Diamond,23,20,700,133.4292,0.004990817,26.50123827,0.000319412,1.69607772,1,0,0,7.99E-05,0.424269,0.004371956,23.21508636,41.945,59.7808,4.6119,26,0.0022758,12.084498,5,0,0,0,0,0
2050,5,Diamond,27,10,500,175.0146,0.006674715,35.44273665,0.000396689,2.10641859,5,5.17E-05,0.274527,0.001069334,5.67816354,0.003846154,20.42307774,31.2973,44.7175,6.8117,19,0.0021042,11.173302,5,0,0,0,0,0
2055,5,Diamond,18,28,711,145.8528,0.003723166,19.77001146,0.000290698,1.54360638,6,5.59E-05,0.296829,0.000279517,1.48423527,0.003644902,19.35442962,23.9138,42.2822,6.2393,18,0.00087209,4.6307979,5,0,0,5.59E-05,0.296829,1576.16199
2058,5,Diamond,24,8,300,128.0394,0.006257475,33.22719225,0.000469845,2.49487695,7,7.47E-05,0.396657,0.000427131,2.26806561,0.003449086,18.31464666,32.2981,62.2291,5.226,14,0.00086494,4.5928314,9,0,0,0.00030967,1.6443477,8731.486287
2089,5,Diamond,23,8,300,173.355,0.005133734,27.26012754,0.000577545,3.06676395,5,1.28E-05,0.067968,0.000795729,4.22532099,0.004209662,22.35330522,29.2355,47,6.3872,30,0.0019123,10.154313,7,0,0,1.28E-05,0.067968,360.91008
2109,5,Diamond,25,6,250,135.474,0.007476696,39.70125576,0.000404583,2.14833573,8,3.24E-05,0.172044,0.000792983,4.21073973,0.003107198,16.49922138,12.0838,54.7292,5.9271,20,0.00095482,5.0700942,5,0,0,0,0,0
2110,5,Diamond,21,10,350,112.6914,0.002280693,12.11047983,0.000420128,2.23087968,4,2.40E-05,0.12744,0.00036011,1.9121841,0.003901186,20.71529766,47.4074,66.6092,5.1508,29,0.0025208,13.385448,8,0.000252077,1.33852887,0.00010803,0.5736393,3046.024683
2128,5,Diamond,16,20,1080,211.9662,0.014984367,79.56698877,0.000678426,3.60244206,8,7.37E-05,0.391347,4.42E-05,0.234702,0.005427408,28.81953648,25.1989,38.6304,4.3696,31,0.0014896,7.909776,5,0,0,0,0,0
2147,5,Diamond,19,8,900,117.2712,0.002690639,14.28729309,0.000365009,1.93819779,5,0.000156433,0.83065923,0.00071959,3.8210229,0.003055648,16.22549088,44.2466,67.686,6.256,25,0.0015748,8.362188,7,0.000312865,1.66131315,0.00065702,3.4887762,18525.40162
2175,5,Diamond,17,8,600,144.969,0.005165124,27.42680844,0.00069799,3.7063269,9,0.000169512,0.90010872,0.000528478,2.80621818,0.004766273,25.30890963,36.8637,50.5439,4.6757,31,0.002074,11.01294,11,0.000289167,1.53547677,8.97E-05,0.476307,2529.19017
2176,5,Diamond,21,20,1000,106.4364,0.002624267,13.93485777,0.000308737,1.63939347,6,0,0,7.72E-05,0.409932,0.003125965,16.59887415,32.75,75.4568,5.6173,11,0.00054029,2.8689399,3,0,0,0,0,0
2182,5,Diamond,25,8,600,109.023,0.003584114,19.03164534,0.00024217,1.2859227,2,0,0,0.000113013,0.60009903,0.003793994,20.14610814,51.1453,53.7872,4.2936,25,0.0006135,3.257685,4,0,0,0.00019374,1.0287594,5462.712414
2184,5,Diamond,23,24,1460,141.6744,0.005696097,30.24627507,0.000523538,2.77998678,1,0,0,0.000481655,2.55758805,0.004293014,22.79590434,26.1373,50.3415,5.0293,16,0.0008586,4.559166,3,0,0,0,0,0
2195,5,Diamond,21,16,1100,93.4458,0.001707632,9.06752592,0.000161351,0.85677381,4,1.34E-05,0.071154,6.72E-05,0.356832,0.004074114,21.63354534,36.6755,58.0198,3.868,23,0.00079331,4.2124761,6,8.07E-05,0.428517,9.41E-05,0.499671,2653.25301
2199,5,Diamond,17,24,800,133.29,0.001938714,10.29457134,0.000263515,1.39926465,1,0,0,0.000169402,0.89952462,0.003482156,18.49024836,35.7609,59.5676,6.4324,21,0.0024846,13.193226,5,0,0,0,0,0
2224,5,Diamond,20,4,400,113.613,0.002379636,12.63586716,0.000720803,3.82746393,6,2.96E-05,0.157176,0.000157984,0.83889504,0.003495399,18.56056869,21.2578,55.0056,5.6695,29,0.00083929,4.4566299,6,0,0,0.00057269,3.0409839,16147.62451
2246,5,Diamond,22,16,20000,248.049,0.023703208,125.8640345,0.000390712,2.07468072,7,0,0,0.000204659,1.08673929,0.004651336,24.69859416,37.8795,45.376,4.756,21,0.0015256,8.100936,6,0,0,0,0,0
2247,5,Diamond,23,16,150,133.6044,0.003684211,19.56316041,0.000494418,2.62535958,10,0.000103668,0.55047708,0.000295056,1.56674736,0.003803828,20.19832668,34.1933,54.608,5.6331,32,0.00066986,3.5569566,8,7.18E-05,0.381258,0.00017544,0.9315864,4946.723784
2257,5,Diamond,18,28,600,136.7316,0.002194205,11.65122855,0.000365701,1.94187231,3,5.22E-05,0.277182,0.001245124,6.61160844,0.00429263,22.7938653,33.3171,44.3489,5.4949,29,0.00074882,3.9762342,4,0,0,0,0,0
2261,5,Diamond,16,28,300,89.748,0.001294646,6.87457026,0.000475973,2.52741663,2,5.71E-05,0.303201,0.000609245,3.23509095,0.003560277,18.90507087,35.0108,52.8128,4.3422,19,0.00060925,3.2351175,6,0,0,0,0,0
2279,5,Diamond,27,16,300,165.6168,0.004300631,22.83635061,0.000525841,2.79221571,4,0.000901442,4.78665702,0.000826322,4.38776982,0.004347581,23.08565511,21.4459,45.7883,6.4752,22,0.0010611,5.634441,10,0.00016902,0.8974962,0.0010705,5.684355,30183.92505
2280,5,Diamond,16,24,730,184.503,0.002388043,12.68050833,0.000463561,2.46150891,6,5.62E-05,0.298422,0.00057594,3.0582414,0.004916559,26.10692829,15.2665,34.0229,6.4543,15,0.00056189,2.9836359,6,0,0,0,0,0
2291,5,Diamond,16,28,582,193.5834,0.007560208,40.14470448,0.000706988,3.75410628,7,2.28E-05,0.121068,0.000330688,1.75595328,0.005313811,28.21633641,30.8731,32.1288,5.4528,25,0.0016306,8.658486,7,0.000159642,0.84769902,0.00043332,2.3009292,12217.93405
2297,5,Diamond,24,6,750,155.0778,0.003824864,20.31002784,0.000345968,1.83709008,1,3.84E-05,0.203904,0.000345968,1.83709008,0.004978089,26.43365259,23.814,42.1313,4.9846,20,0.001134,6.02154,5,0,0,0,0,0
2299,5,Diamond,17,42,300,93.6078,0.00269748,14.3236188,0.000402609,2.13785379,7,6.04E-05,0.320724,0,0,0.003724132,19.77514092,41.8261,59.2865,4.0757,15,0.00076496,4.0619376,5,0,0,0,0,0
2306,5,Diamond,21,8,400,67.869,0.000663065,3.52087515,0.000282417,1.49963427,10,1.23E-05,0.065313,6.14E-05,0.326034,0.003511788,18.64759428,50.1754,73.6643,3.4685,16,0.0009332,4.955292,5,4.91E-05,0.260721,3.68E-05,0.195408,1037.61648
2307,5,Diamond,22,42,2800,190.7448,0.009310415,49.43830365,0.000494509,2.62584279,4,0,0,0.000306937,1.62983547,0.004518791,23.99478021,41.6515,53.1774,6.0189,26,0.0023191,12.314421,7,0,0,1.71E-05,0.090801,482.15331
2309,5,Diamond,29,28,900,99.1128,0.001361397,7.22901807,0.000216095,1.14746445,3,0.000108047,0.57372957,0.000540237,2.86865847,0.003198202,16.98245262,27.2653,51.4865,5.3919,15,0.0012533,6.655023,4,0,0,6.48E-05,0.344088,1827.10728
2310,5,Diamond,25,10,600,106.2276,0.00118605,6.2979255,0.000304526,1.61703306,3,0.00020836,1.1063916,0.000144249,0.76596219,0.003397872,18.04270032,30.3886,57.3019,5.5283,20,0.00083344,4.4255664,5,0,0,0,0,0
2311,5,Diamond,22,14,350,87.9756,0.002834214,15.04967634,0.000609508,3.23648748,5,6.10E-05,0.32391,0.000426656,2.26554336,0.003138968,16.66792008,32.8182,65.2816,4.4369,21,0.00048761,2.5892091,8,0.000203169,1.07882739,0,0,0
2319,5,Diamond,22,12,500,103.4364,0.002978535,15.81602085,0.00049232,2.6142192,3,0.000147696,0.78426576,0.000393856,2.09137536,0.003840095,20.39090445,45.4662,54.0128,4.2885,25,0.0013785,7.319835,5,0,0,0.00024616,1.3071096,6940.751976
2336,5,Diamond,22,28,1000,134.0784,0.003994222,21.20931882,0.000412687,2.19136797,4,0.00050112,2.6609472,0.000589553,3.13052643,0.003832095,20.34842445,28.7722,52.3077,5.85,25,0.0010612,5.634972,7,0,0,0,0,0
2348,5,Diamond,19,10,553,131.5122,0.003431122,18.21925782,0.000433674,2.30280894,7,0.000216837,1.15140447,0.000586735,3.11556285,0.004540816,24.11173296,24.5972,48.6404,4.941,31,0.0018622,9.888282,7,0.000140306,0.74502486,0.00071429,3.7928799,20140.19227
2352,5,Diamond,24,8,800,75.6648,0.002267681,12.04138611,0.000295271,1.56788901,5,8.27E-05,0.439137,0.000177163,0.94073553,0.003307035,17.56035585,42.81,67.0714,3.7714,21,0.0007677,4.076487,6,0,0,0.00020078,1.0661418,5661.212958
2367,5,Diamond,21,2,200,65.238,0.000648116,3.44149596,0.000201636,1.07068716,4,7.20E-05,0.38232,0.000244844,1.30012164,0.003024542,16.06031802,44.8804,59.0095,3.8381,20,0.00070573,3.7474263,8,0,0,0,0,0
2380,5,Diamond,23,8,1000,133.2948,0.002285034,12.13353054,0.000451246,2.39611626,4,0.000124813,0.66275703,0.001152118,6.11774658,0.003331541,17.69048271,33.6301,50.7205,7.1758,23,0.0014305,7.595955,8,0.000201621,1.07060751,0.0009697,5.149107,27341.75817
2392,5,Diamond,20,6,450,155.5416,0.004046891,21.48899121,0.00052526,2.7891306,3,1.19E-05,0.063189,0.000322319,1.71151389,0.003354503,17.81241093,43.7286,51.8861,7.6655,17,0.0015758,8.367498,8,0.00010744,0.5705064,0.00010744,0.5705064,3029.388984
2395,5,Diamond,22,4,200,111.9126,0.001003945,5.33094795,0.000334648,1.77698088,4,0,0,0.000176131,0.93525561,0.003927716,20.85617196,14.5405,44.5381,5.2108,15,0.00086304,4.5827424,7,0,0,0.00010568,0.5611608,2979.763848
2405,5,Diamond,25,6,300,107.7252,0.001098784,5.83454304,0.000256027,1.35950337,5,2.13E-05,0.113103,0.000352038,1.86932178,0.00384041,20.3925771,29.3259,54.3111,4.7194,24,0.0009281,4.928211,6,8.53E-05,0.452943,4.27E-05,0.226737,1203.97347
2406,5,Diamond,17,42,1800,149.19,0.007469487,39.66297597,0.000483239,2.56599909,8,9.66E-05,0.512946,0.000593693,3.15250983,0.002844204,15.10272324,26.7317,57.9029,7.3932,20,0.00098028,5.2052868,8,0.000207102,1.09971162,0.00031756,1.6862436,8953.953516
2408,5,Diamond,17,14,1000,122.3022,0.002063781,10.95867711,0.000257973,1.36983663,6,0,0,6.14E-05,0.326034,0.00395558,21.0041298,56.3863,55.6025,4.9596,23,0.0020269,10.762839,6,0,0,2.46E-05,0.130626,693.62406
2412,5,Diamond,19,12,500,91.7808,0.002109236,11.20004316,0.000111012,0.58947372,3,8.88E-05,0.471528,8.88E-05,0.471528,0.003507993,18.62744283,29.1465,52.8608,4.2911,14,0.0009103,4.833693,4,0,0,0,0,0
2417,5,Diamond,22,36,1200,99.9396,0.005131411,27.24779241,0.000507243,2.69346033,8,0.000271316,1.44068796,0.000719577,3.82095387,0.003409145,18.10255995,38.9722,65.827,4.1765,20,0.00077856,4.1341536,8,0.000176945,0.93957795,0.00024772,1.3153932,6984.737892
2424,5,Diamond,20,20,1000,175.2834,0.007534168,40.00643208,0.000777411,4.12805241,4,0.000134367,0.71348877,0.000278332,1.47794292,0.004107801,21.81242331,19.4848,37.4579,6.1075,25,0.00068143,3.6183933,9,0.000297528,1.57987368,0.00018236,0.9683316,5141.840796
2454,5,Diamond,17,28,400,133.305,0.007933543,42.12711333,0.000485727,2.57921037,5,8.72E-05,0.463032,0.000124545,0.66133395,0.00394809,20.9643579,27.4051,57.2114,4.3817,39,0.0011832,6.282792,8,0.000137,0.72747,4.98E-05,0.264438,1404.16578
